No,Category,Subcategory,Brand,Product_Name,Price_VND,Reviews,Rating,Fragrance_Type,Claim,Platform,Brand_Origin,Price_Tier,Brand_Status,Product_Category
21.0,Personal Care Fragrance,Bar Soap,Enchanteur,Enchanteur Deluxe Charming Perfumed Soap Bar (90g).,30000.0,58.0,4.7,Floral / Citrus,"Mysterious and captivating fragrance, leaves skin soft and smooth.",Tiktok shop,International,Mass,Established,Bar Soap
22.0,Personal Care Fragrance,Bar Soap,Enchanteur,Enchanteur Deluxe Sensation Perfumed Soap Bar (90g).,30000.0,58.0,4.7,Floral / Sweet / Gourmand,Warm Scent Retention; Deep Skin Softening & Anti-Dryness; Wardrobe Fragrance Secret,Tiktok shop,International,Mass,Established,Bar Soap
23.0,Personal Care Fragrance,Bar Soap,Enchanteur,Enchanteur Deluxe Romantic Perfumed Soap Bar (90g).,30000.0,58.0,4.7,Floral / Powdery,"Sweet, Ultra-Feminine Scent Retention; Budget Closet Perfume Hack; Velvety Smooth Hydration",Tiktok shop,International,Mass,Established,Bar Soap
24.0,Personal Care Fragrance,Bar Soap,Enchanteur,Enchanteur Deluxe Magic Perfumed Soap Bar (90g).,30000.0,58.0,4.7,Floral / Fruity,Energetic & Refreshing Scent Retention; Room & Shoe Cabinet Refreshener; Smooth Skin Hydration without Stickiness,Tiktok shop,International,Mass,Established,Bar Soap
25.0,Personal Care Fragrance,Bar Soap,Cow Brand,Cow Brand Beauty Soap - Red Box Variant (90g).,40000.0,67.0,4.8,Floral / Powdery,2-in-1 Face and Body Cleanser; Deep Moisturization with Squalane; Whipped Cloud Foam Generation,Tiktok shop,International,Mass,Established,Bar Soap
26.0,Personal Care Fragrance,Bar Soap,Mentholatum Acnes,Acnes Washing Bar 75g - Soap for back acne and facial cleansing,74000.0,23.0,4.7,Herbal / Fresh / Clean,"Prevents acne and fights bacteria; cleans excess sebum, dead skin cells, and dirt deep inside the pores without over-drying the skin.",Tiki,Local,Mass,Established,Bar Soap
27.0,Personal Care Fragrance,Bar Soap,Pelican,Pelican Deitanseki Body Scrub Soap Bar for Reducing Darkening of Underarm Skin 100g,239000.0,3.0,5.0,Herbal / Fresh / Clean,"Skin brightening for dark underarms, exfoliating dead skin cells, deep cleansing, and moisturizing with Vitamin B5, C, E, and Hyaluronic Acid (HA).",Watsons,International,Affordable Premium,Established,Bar Soap
28.0,Personal Care Fragrance,Bar Soap,Pelican,Pelican For Back Soap Bar 135g - Acne Prevention Soap for the Back,185000.0,2.0,5.0,Herbal / Citrus,"Acne prevention soap for the back; medicated formula using charcoal, mud, and papain enzymes to deep clean pores, treat breakouts, and moisturize.",Watsons,International,Affordable Premium,Established,Bar Soap
29.0,Personal Care Fragrance,Bar Soap,Pelican,Pelican Baking Soda Bar Soap 135g,290000.0,0.0,,Fresh / Clean,"Moisturizing bath soap for underarms; treats keratosis pilaris (folliculitis) completely, softens skin, brightens dark areas, and hydrates using Vitamin B5 and Vitamin E.",Tiki,International,Affordable Premium,Established,Bar Soap
30.0,Personal Care Fragrance,Bar Soap,Coast,Coast Classic Scent Refreshing Deodorant Soap 113g,28000.0,0.0,,Fresh / Clean,"Refreshing deodorant soap; rinses germs away, provides intense freshness, and protects against body odor.",Watsons,International,Mass,Established,Bar Soap
31.0,Personal Care Fragrance,Bar Soap,Pelican,Pelican Hip Care Scrub Soap 80g,209000.0,4.0,5.0,Fruity,"Exfoliates and smooths hip and buttock skin; targets dark spots, rough bumps, and dead skin cells using natural scrubbing ingredients (peach seed powder, konjac) and fruit acids.",Watsons,International,Affordable Premium,Established,Bar Soap
32.0,Personal Care Fragrance,Bar Soap,Pelican,Pelican Family Soap Fruit-Derived Polyphenol Bath Soap (80g),158000.0,1.0,5.0,Fruity / Herbal,"Deodorizing and deep cleaning; uses fruit-derived polyphenols (persimmon extract) to eliminate body odor, cleanse dirt, and keep skin fresh.",Tiki,International,Affordable Premium,Established,Bar Soap
33.0,Personal Care Fragrance,Bar Soap,Pelican,Pelican Hip Care Scrub Soap Cool 80g,290000.0,1.0,5.0,Herbal,"Moisturizing and brightening bath soap; specifically formulated to target dark spots, rough bumps, and dullness on the hip/buttock area while providing a refreshing, cooling sensation during use.",Tiki,International,Affordable Premium,Established,Bar Soap
34.0,Personal Care Fragrance,Bar Soap,Sebamed,Sebamed Antibacterial Soap pH 5.5 100g,169000.0,1.0,5.0,Fresh / Clean,"For sensitive and problematic skin; maintains the optimal skin barrier pH of 5.5, cleanses without drying, fights bacteria, and integrates vitamins and moisturizing agents.",Watsons,International,Affordable Premium,Established,Bar Soap
35.0,Personal Care Fragrance,Bar Soap,Double Rich,Double Rich Rose Scented Soap 90g,23000.0,3.0,5.0,Floral,"Softens and deeply moisturizes skin; leaves a passionate, seductive floral fragrance while gently cleansing the body.",Watsons,International,Mass,Established,Bar Soap
36.0,Personal Care Fragrance,Bar Soap,HTX Sinh Dược,Natural Sinh Duoc Soap 110g (Coffee-Cinnamon),45000.0,1236.0,5.0,Sweet / Gourmand / Herbal,"Natural herbal bath soap; gently cleanses the skin, provides natural antioxidants from coffee grounds, gently exfoliates, warms the body, and comes with a free foaming mesh pouch",Lazada,Local,Mass,Established,Bar Soap
37.0,Personal Care Fragrance,Bar Soap,HTX Sinh Dược,Natural Sinh Duoc Soap 110g (Moringa-Gree tea),45000.0,1236.0,5.0,Herbal,"Natural herbal cleansing; utilizes Moringa and Green Tea extracts to provide deep antioxidant benefits, soothe skin irritation, clean pores, and reduce body acne, accompanied by a free foaming mesh pouch ",Lazada,Local,Mass,Established,Bar Soap
38.0,Personal Care Fragrance,Bar Soap,HTX Sinh Dược,Natural Sinh Duoc Soap 110g (Bitter Melon),45000.0,1236.0,5.0,Herbal,"Natural herbal skin care; utilizes Bitter Melon (Mướp Đắng) extract known traditionally in Vietnam to cool the skin, detoxify, soothe heat rashes, and combat body acne, accompanied by a free foaming mesh pouch (""Tặng kèm túi tạo bọt"").",Lazada,Local,Mass,Established,Bar Soap
39.0,Personal Care Fragrance,Bar Soap,HTX Sinh Dược,Natural Sinh Duoc Soap 110g (Traditional Herbal ),45000.0,1236.0,5.0,Herbal,"Natural herbal skin healing; formulated with a concentrated blend of traditional medicinal herbs (Cao Thảo Dược) to deeply cleanse, soothe skin problems, minimize blemishes, and naturally protect the skin barrier, accompanied by a free foaming mesh pouch (""Tặng kèm túi tạo bọt"").",Lazada,Local,Mass,Established,Bar Soap
40.0,Personal Care Fragrance,Bar Soap,HTX Sinh Dược,Natural Sinh Duoc Soap 110g (Bồ Kết / Gleditsia - Locust),45000.0,1236.0,5.0,Herbal / Sweet / Gourmand,"Natural herbal cleansing bar; formulated with Bồ Kết (Locust fruit extract), a legendary traditional Vietnamese ingredient known for its deep cleansing, anti-inflammatory, and natural antibacterial properties, accompanied by a free foaming mesh pouch",Lazada,Local,Mass,Established,Bar Soap
41.0,Personal Care Fragrance,Bar Soap,HTX Sinh Dược,Natural Sinh Duoc Soap 110g ( Mật Ong / Honey),45000.0,1236.0,5.0,Sweet / Gourmand,"Natural herbal moisturizing bar; infused with natural Mật Ong (Honey) to deeply hydrate, soothe dry or sensitive skin, and provide natural antibacterial benefits, accompanied by a free foaming mesh pouch ",Lazada,Local,Mass,Established,Bar Soap
42.0,Personal Care Fragrance,Bar Soap,HTX Sinh Dược,Natural Sinh Duoc Soap 110g (Bạc Hà / Mint),45000.0,1236.0,5.0,Herbal / Fresh / Clean,"Natural herbal refreshing bar; utilizes natural Bạc Hà (Mint) to provide an immediate cooling sensation, control excess oil production, cleanse bacteria, and refresh the skin, accompanied by a free foaming mesh pouch",Lazada,Local,Mass,Established,Bar Soap
43.0,Personal Care Fragrance,Bar Soap,HTX Sinh Dược,Natural Sinh Duoc Soap 110g (Tía Tô / Perilla),45000.0,1236.0,5.0,Herbal,"Natural herbal soothing bar; utilizes natural Tía Tô (Perilla/Shiso) extracts to deeply cleanse, gently brighten dull skin, soothe allergic rashes, and naturally minimize body acne, accompanied by a free foaming mesh pouch ",Lazada,Local,Mass,Established,Bar Soap
44.0,Personal Care Fragrance,Bar Soap,HTX Sinh Dược,Natural Sinh Duoc Soap 110g (Sả Chanh / Lemongrass),45000.0,1236.0,5.0,Herbal,"Natural herbal cleansing bar; utilizes natural Sả Chanh (Lemongrass) extract to provide natural antibacterial protection, deep-clean skin oils, ward off mosquitoes, and energize the body, accompanied by a free foaming mesh pouch",Lazada,Local,Mass,Established,Bar Soap
45.0,Personal Care Fragrance,Bar Soap,HTX Sinh Dược,Natural Sinh Duoc Soap 110g (Hoa Hồng / Rose),45000.0,1236.0,5.0,Floral,"Natural herbal soothing bar; infuses natural Hoa Hồng (Rose) extract to gently cleanse the skin, provide natural moisture, balance the skin's texture, and leave a comforting, relaxing floral aroma, accompanied by a free foaming mesh pouch",Lazada,Local,Mass,Established,Bar Soap
46.0,Personal Care Fragrance,Bar Soap,Camay,Camay Bar Soap 125g (Black),20000.0,224.0,4.9,Floral,"Luxurious perfumed skin cleansing; leaves skin feeling soft, smooth, and heavily scented with elegant floral and musky perfume notes without over-drying.",Lazada,International,Mass,Established,Bar Soap
47.0,Personal Care Fragrance,Bar Soap,Camay,Camay Bar Soap 125g (Red),20000.0,224.0,4.9,Floral,"Luxurious perfumed skin cleansing; uses a rich moisturizing formula that leaves skin soft, clean, and deeply fragranced with a premium floral bouquet.",Lazada,International,Mass,Established,Bar Soap
48.0,Personal Care Fragrance,Bar Soap,Camay,Camay Bar Soap 125g (White),20000.0,224.0,4.9,Fresh / Clean,"Gentle family skin cleansing; a balanced, mild formulation designed to wash away impurities while keeping skin soft, smooth, and naturally fresh.",Lazada,International,Mass,Established,Bar Soap
49.0,Personal Care Fragrance,Bar Soap,Dr.EA Laboratories,Dr.Ea Zantis Soap Bar Supports the Reduction of Acne and Thick Hair Pores,135000.0,52.0,4.9,Fresh / Clean,"For skin with acne & fungal infection; formulated with Sulfur, Salicylic Acid, and Glycolic Acid to reduce body/facial acne, fight fungal skin infections, and clear thick, clogged hair pores.",Lazada,International,Affordable Premium,Established,Bar Soap
50.0,Personal Care Fragrance,Bar Soap,Parrot Botanicals,Parrot Botanicals Bar Soap 60g (Green Unique Botanical Scent),34000.0,79.0,4.9,Herbal,"Refreshing botanical skin cleansing; provides long-lasting body fragrance protection, deeply refreshes the skin, and helps wash away bacteria.",Lazada,International,Mass,Established,Bar Soap
51.0,Personal Care Fragrance,Bar Soap,VIETNET,VIETKET Bamboo Charcoal Herbal Soap,50000.0,911.0,5.0,Herbal / Fresh / Clean,"Reduces Acne, Fades Dark Spots, Moisturizes, Brightens Skin",Shopee,Local,Mass,Emerging,Bar Soap
52.0,Personal Care Fragrance,Bar Soap,VIETNET,VIETKET Perilla Herbal Soap,50000.0,911.0,5.0,Herbal,Cleansing (skin cleansing) and Acne Prevention (acne prevention),Shopee,Local,Mass,Emerging,Bar Soap
53.0,Personal Care Fragrance,Bar Soap,VIETNET,VIETKET Turmeric Herbal Soap,50000.0,911.0,5.0,Herbal,Cleansing (skin cleansing) and Acne Prevention (acne prevention),Shopee,Local,Mass,Emerging,Bar Soap
54.0,Personal Care Fragrance,Bar Soap,VIETNET,VIETKET Betal Leaf Herbal Soap,50000.0,911.0,5.0,Herbal,"(Cleansing & acne prevention), containing no toxic chemicals",Shopee,Local,Mass,Emerging,Bar Soap
55.0,Personal Care Fragrance,Bar Soap,VIETNET,VIETKET Bitter Melon Herbal Soap,50000.0,911.0,5.0,Herbal,Cleansing (skin cleansing) and Acne Prevention (acne prevention),Shopee,Local,Mass,Emerging,Bar Soap
56.0,Personal Care Fragrance,Bar Soap,VIETNET,VIETKET Turmeric Orange Herbal Soap,50000.0,911.0,5.0,Herbal,Cleansing (skin cleansing) and Acne Prevention (acne prevention),Shopee,Local,Mass,Emerging,Bar Soap
57.0,Personal Care Fragrance,Bar Soap,CINDY BLOOM,CINDY BLOOM Aroma Flower Perfumed Soap 90g,1000000.0,2100.0,4.9,Floral,Gently cleanses the skin and leaves a long-lasting floral scent on the body.,Shopee,Local,Premium,Established,Bar Soap
58.0,Personal Care Fragrance,Bar Soap,CINDY BLOOM,CINDY BLOOM Fresh Ocean Perfumed Soap 90g,1000000.0,2100.0,4.9,Fresh / Clean," cleanses the skin and leaves a long-lasting, refreshing scent of sea waves on the body.",Shopee,Local,Premium,Established,Bar Soap
59.0,Personal Care Fragrance,Bar Soap,CINDY BLOOM,CINDY BLOOM Romantic Muse Perfumed Soap 90g,1000000.0,2100.0,4.9,Floral,"cleanses the skin, leaving it soft and supple, and leaves a long-lasting, attractive fragrance on the body.",Shopee,Local,Premium,Established,Bar Soap
60.0,Personal Care Fragrance,Bar Soap,CINDY BLOOM,CINDY BLOOM Urban Vibes Perfumed Soap 90g,1000000.0,2100.0,4.9,Fresh / Clean,"a long-lasting, modern, and sophisticated scent on the body that cleanses the skin and boosts confidence.",Shopee,Local,Premium,Established,Bar Soap
61.0,Personal Care Fragrance,Bar Soap,Kojie San,"Kojie.San Whitening Soap, removes back acne, 135g",168000.0,14300.0,4.9,Fruity / Citrus,visibly whitens the skin and effectively removes back acne.,Shopee,International,Affordable Premium,Established,Bar Soap
62.0,Personal Care Fragrance,Bar Soap,Xinjiang,Xinjiang Goat Milk Whitening Soap 160g,75000.0,1500.0,4.8,Sweet / Gourmand,Goat milk deeply moisturizes the skin and makes it naturally fair and white.,Shopee,International,Mass,Emerging,Bar Soap
63.0,Personal Care Fragrance,Bar Soap,YUELIJIA,YUELIJIA Grape Jelly Soap 200g,85000.0,223.0,4.8,Fruity,"cleanses the skin in a unique and refreshing way with a soft, jelly-like texture and a sweet fruity scent.",Shopee,International,Mass,Emerging,Bar Soap
64.0,Personal Care Fragrance,Bar Soap,YUELIJIA,YUELIJIA Strawberry Jelly Soap 200g,85000.0,223.0,4.8,Fruity,"cleanses the skin in a unique and refreshing way with a soft, sweet strawberry scent that's like jelly.",Shopee,International,Mass,Emerging,Bar Soap
65.0,Personal Care Fragrance,Bar Soap,YUELIJIA,YUELIJIA Kiwifruit Jelly Soap 200g,85000.0,223.0,4.8,Fruity,"cleanses the skin in a unique way with a soft, jelly-like, fresh kiwi scent.",Shopee,International,Mass,Emerging,Bar Soap
66.0,Personal Care Fragrance,Bar Soap,YUELIJIA,YUELIJIA Pineapple Jelly Soap 200g,85000.0,223.0,4.8,Fruity,"cleanses the skin in a unique and refreshing way with a soft, jelly-like texture and a sweet, refreshing pineapple scent.",Shopee,International,Mass,Emerging,Bar Soap
67.0,Personal Care Fragrance,Bar Soap,YUELIJIA,YUELIJIA Blueberry Jelly Soap 200g,85000.0,223.0,4.8,Fruity,"cleanses the skin in a unique and refreshing way with a soft, jelly-like texture and a sweet blueberry scent.",Shopee,International,Mass,Emerging,Bar Soap
68.0,Personal Care Fragrance,Bar Soap,YUELIJIA,YUELIJIA Pawpaw Jelly Soap 200g,85000.0,223.0,4.8,Fruity,"cleanses the skin in a unique and refreshing way with a soft, jelly-like texture and a sweet papaya scent.",Shopee,International,Mass,Emerging,Bar Soap
69.0,Personal Care Fragrance,Bar Soap,YUELIJIA,YUELIJIA Lemon Jelly Soap 200g,85000.0,223.0,4.8,Fruity,"Soft as jelly, it leaves skin feeling exceptionally clean with a fresh, zesty lemon scent.",Shopee,International,Mass,Emerging,Bar Soap
70.0,Personal Care Fragrance,Bar Soap,KeraSys,KeraSys Silk Moisture Bar 100g,45000.0,398.0,5.0,Floral,Deeply moisturizes dry skin and leaves it soft and smooth like silk.,Shopee,International,Mass,Established,Bar Soap
71.0,Personal Care Fragrance,Bar Soap,Belo,Belo Whitening Soap with Lemon Scent,59000.0,205.0,4.9,Fruity / Citrus,Kojic Acid and Tranexamic Acid intensely whiten the skin and remove dead cells.,Shopee,International,Affordable Premium,Established,Bar Soap
72.0,Personal Care Fragrance,Bar Soap,Silka,Silka Whitening Soap - 135g,78000.0,480.0,4.9,Fruity,"Uses papaya enzymes to exfoliate dead skin cells, eliminate skin dullness, and brighten skin complexion",Shopee,International,Mass,Established,Bar Soap
73.0,Personal Care Fragrance,Bar Soap,Precious Skin,Precious Skin Extra Pure Gluta White Soap (Intensive Whitening Soap),35062.0,124.0,4.9,Fresh / Clean,"Intensive whitening soap designed to make skin look radiant, smooth, soft, and healthy",Shopee,International,Mass,Established,Bar Soap
74.0,Personal Care Fragrance,Bar Soap,Kaytra,"Kaytra Ayurvedic Soap (Neem, Bakuchi & Prevent Hair/Skin Problems variant)",43120.0,772.0,4.9,Herbal,"Formulated with a traditional blend of 18 herbs to protect the skin against blemishes, pimples, dry skin, and acne, while maintaining a healthy complexion.",Shopee,International,Mass,Established,Bar Soap
75.0,Personal Care Fragrance,Bar Soap,Kaytra,Kaytra Clear Glycerin Honey & Tea Tree Oil Soap,51000.0,772.0,4.9,Sweet / Gourmand / Herbal,"Helps brighten skin, provides gentle cleansing, and leaves the skin feeling soft and smooth",Shopee,International,Mass,Established,Bar Soap
76.0,Personal Care Fragrance,Bar Soap,Kaytra,Kaytra Clear Glycerin Aloe Vera & Lakshadi Oil Soap,51000.0,772.0,4.9,Herbal,"Provides deep hydration, soothes the skin, and keeps it soft and smooth",Shopee,International,Mass,Established,Bar Soap
77.0,Personal Care Fragrance,Bar Soap,Kaytra,Kaytra Clear Glycerin Mint & Eucalyptus Oil Soap,51000.0,772.0,4.9,Herbal / Fresh / Clean,"Effectively controls skin oil, delivers a cool and refreshing sensation, and helps keep the skin clear and breathable",Shopee,International,Mass,Established,Bar Soap
78.0,Personal Care Fragrance,Bar Soap,Dr. PONG,Dr. PONG Natural Volcanic Sulphur Soap 70g,169000.0,8100.0,4.9,Herbal,A soap that helps reduce back acne and leaves skin soft and smooth with volcanic sulfur.,Shopee,International,Affordable Premium,Established,Bar Soap
79.0,Personal Care Fragrance,Bar Soap,Kao,Kao White Japanese Bath Soap 130g (Blue),49000.0,255.0,5.0,Floral / Sweet / Gourmand,"Features a rich, cream-like lather that gently cleanses, deeply hydrates, and brightens the skin.",Shopee,International,Mass,Established,Bar Soap
80.0,Personal Care Fragrance,Bar Soap,Kao,Kao White Japanese Bath Soap 130g (Pink),49000.0,255.0,5.0,Fruity / Citrus,"Provides deep cleansing (""Làm sạch sâu""), improves skin elasticity (""Tăng độ đàn hồi""), leaves skin feeling soft and smooth (""Giúp da mềm mịn""), and features a gentle, refreshing scent (""Hương thơm dịu dàng"").",Shopee,International,Mass,Established,Bar Soap
81.0,Personal Care Fragrance,Bar Soap,Kao,Kao White Japanese Bath Soap 130g (Yellow),49000.0,255.0,5.0,Floral,"Delivers a rich, whipped-cream-like lather that gently cleanses while leaving the skin deeply moisturized, smooth, and elegantly scented.",Shopee,International,Mass,Established,Bar Soap
82.0,Personal Care Fragrance,Bar Soap,Nhà của Thời Thanh Xuân,Natural Youthful Home Soap 40g (Lemon grass),35000.0,101.0,4.9,Herbal / Citrus,"Natural, handcrafted herbal soap that gently cleanses the skin with a refreshing botanical scent, produced as part of an eco-friendly social enterprise project.",Shopee,Local,Mass,Established,Bar Soap
83.0,Personal Care Fragrance,Bar Soap,Nhà của Thời Thanh Xuân,Natural Youthful Home Soap 40g (Orange),35000.0,101.0,4.9,Fruity,"Natural, handcrafted herbal soap that cleanses smoothly while providing a bright, refreshing citrus aroma, made by a local eco-friendly social enterprise project.",Shopee,Local,Mass,Established,Bar Soap
84.0,Personal Care Fragrance,Bar Soap,Nhà của Thời Thanh Xuân,Natural Youthful Home Soap 40g (Cinnamon),35000.0,101.0,4.9,Sweet / Gourmand / Herbal,"Natural, handcrafted herbal soap that provides gentle cleansing with a warm, comforting cinnamon aroma, made by a local eco-friendly social enterprise project.",Shopee,Local,Mass,Established,Bar Soap
85.0,Personal Care Fragrance,Bar Soap,Nhà của Thời Thanh Xuân,Natural Youthful Home Soap 40g (Salt),35000.0,101.0,4.9,Fresh / Clean,"Natural, handcrafted herbal soap formulated to gently exfoliate, deep cleanse, and refresh the skin, produced by a local eco-friendly social enterprise project.",Shopee,Local,Mass,Established,Bar Soap
86.0,Personal Care Fragrance,Bar Soap,Nhà của Thời Thanh Xuân,Natural Youthful Home Soap 40g (Lavendar),35000.0,101.0,4.9,Floral,"Natural, handcrafted herbal soap designed to provide a calming, relaxing lavender aroma while gently cleansing and soothing the skin. Formulated by a local eco-friendly social enterprise project.",Shopee,Local,Mass,Established,Bar Soap
87.0,Personal Care Fragrance,Bar Soap,Nhà của Thời Thanh Xuân,Natural Youthful Home Soap 40g (Chocolate),35000.0,101.0,4.9,Sweet / Gourmand,"Natural, handcrafted soap that gently cleanses with a rich, comforting chocolate aroma, produced by a local eco-friendly social enterprise project.",Shopee,Local,Mass,Established,Bar Soap
88.0,Personal Care Fragrance,Bar Soap,Nhà của Thời Thanh Xuân,Natural Youthful Home Soap 40g (Moringa),35000.0,101.0,4.9,Herbal,"Natural, handcrafted herbal soap rich in antioxidants from moringa to gently cleanse, nourish, and protect the skin while maintaining a healthy, natural barrier. Crafted by a local eco-friendly social enterprise project.",Shopee,Local,Mass,Established,Bar Soap
89.0,Personal Care Fragrance,Bar Soap,IAM,IAM White Herbal Bar,148000.0,79.0,5.0,Herbal,Specialized herbal bar soap designed to target and brighten dark/hyperpigmented areas of the body while keeping the skin clean and smooth.,Shopee,Local,Affordable Premium,Established,Bar Soap
90.0,Personal Care Fragrance,Bar Soap,Tesori d'Oriente,Tesori d'Oriente Perfumed Soap 125g (White Musk),89000.0,327.0,5.0,Floral / Powdery,"An Italian-imported perfumed bar soap that deeply cleanses normal skin while leaving a luxurious, long-lasting aroma reminiscent of ancient lands and heavenly atmospheres.",Shopee,International,Affordable Premium,Established,Bar Soap
91.0,Personal Care Fragrance,Bar Soap,Tesori d'Oriente,Tesori d'Oriente Perfumed Soap 125g (Hammam),89000.0,327.0,5.0,Fresh / Clean / Woody,Luxurious fine-fragrance personal cleansing experience,Shopee,International,Affordable Premium,Established,Bar Soap
92.0,Personal Care Fragrance,Bar Soap,Russian household soap,Russian Soap 72,35000.0,319.0,4.9,Fresh / Clean,"Super clean, doesn't contain caustic soda, legendary soap of the Soviet Union",Shopee,International,Mass,Established,Bar Soap
93.0,Personal Care Fragrance,Bar Soap,Lux,LUX Soft Rose Beauty Bar,25000.0,54.0,4.9,Floral,Soft and fragrant skin infused with Floral Fusion Oil and Almond Oil (makes skin soft and fragrant),Shopee,International,Mass,Established,Bar Soap
94.0,Personal Care Fragrance,Bar Soap,Lux,LUX Magical Orchid Beauty Bar,25000.0,54.0,4.9,Floral / Woody,"Delivers a 12-hour long-lasting fine fragrance while using Vitamin C Essence and Glycerine to cleanse, moisturize, and reveal soft, glowing skin.",Shopee,International,Mass,Established,Bar Soap
95.0,Personal Care Fragrance,Bar Soap,NOOM,NOOM Vegetable Scented Soap - Ginger (warming),75000.0,388.0,4.9,Herbal,"Warming effect, soft and smooth skin (warms the body and makes the skin soft and smooth)",Shopee,Local,Mass,Emerging,Bar Soap
96.0,Personal Care Fragrance,Bar Soap,NOOM,NOOM Vegetable Scented Soap - Dinh Lang (cooling),75000.0,388.0,4.9,Herbal,"Cooling effect, soft and smooth skin (makes the skin cool, refreshing and soft)",Shopee,Local,Mass,Emerging,Bar Soap
97.0,Personal Care Fragrance,Bar Soap,NOOM,NOOM Vegetable Scented Soap - Coconut shell charcoal (detox),75000.0,388.0,4.9,Herbal / Fresh / Clean,"Gently cleanses and detoxifies both face and body to lift away impurities, dirt, and excess oil without stripping the skin's essential moisture.",Shopee,Local,Mass,Emerging,Bar Soap
98.0,Personal Care Fragrance,Bar Soap,NOOM,NOOM Vegetable Scented Soap - Soapberry (for hair),75000.0,388.0,4.9,Herbal,"Cleanses, clarifies, and conditions the hair and scalp using natural saponins to eliminate dandruff and excess oil without weakening hair follicles.",Shopee,Local,Mass,Emerging,Bar Soap
99.0,Personal Care Fragrance,Bar Soap,Shower Mate,Shower Mate Refresh Olive & Green Tea Soap,36000.0,321.0,4.9,Herbal,Deeply cleanses and energizes dull skin while delivering antioxidant protection and a vitalizing boost of hydration to maintain the skin's natural balance,Shopee,International,Mass,Established,Bar Soap
100.0,Personal Care Fragrance,Bar Soap,Shower Mate,Shower Mate Lovely Rose & Cherry Blossom Soap,36000.0,321.0,4.9,Floral,"Gently cleanses, brightens, and revitalizes dull skin while delivering a romantic floral aroma that mimics a blooming spring garden.",Shopee,International,Mass,Established,Bar Soap
,Origin,Product Count,% of Total,nan,,,,nan,,nan,nan,nan,nan,Bar Soap
,International,61,0.61,nan,,,,nan,,nan,nan,nan,nan,Bar Soap
,Local,39,0.39,nan,,,,nan,,nan,nan,nan,nan,Bar Soap
,Brand Status,Product Count,% of Total,nan,,,,nan,,nan,nan,nan,nan,Bar Soap
,Established,76,0.76,nan,,,,nan,,nan,nan,nan,nan,Bar Soap
,Emerging,24,0.24,nan,,,,nan,,nan,nan,nan,nan,Bar Soap
,Price Tier,Product Count,% of Total,nan,,,,nan,,nan,nan,nan,nan,Bar Soap
,Mass,76,0.76,nan,,,,nan,,nan,nan,nan,nan,Bar Soap
,Affordable Premium,20,0.2,nan,,,,nan,,nan,nan,nan,nan,Bar Soap
,Premium,4,0.04,nan,,,,nan,,nan,nan,nan,nan,Bar Soap
1.0,Personal Care Fragrance,Hand Wash,Lifebuoy,Lifebuoy Vitamin+ Total Protect 10 Hand Wash 450g,76582.0,1600.0,4.9,Herbal,Antibacterial; 99.9% Germ Protection; Moisturizing; Vitamin-Enriched Formula; Supports Skin Barrier,Tiktok shop,International,Mass,Established,Hand Wash
2.0,Personal Care Fragrance,Hand Wash,Lifebuoy,Lifebuoy Vitamin+ Kitchen Lemon Hand Wash 450g,76582.0,1600.0,4.9,Citrus,Odor Neutralizing; Antibacterial; Grease Removal; Deodorizing; Vitamin-Enriched Formula; Citrus Extract Enriched; Deep Cleansing,Tiktok shop,International,Mass,Established,Hand Wash
3.0,Personal Care Fragrance,Hand Wash,Lifebuoy,Lifebuoy Vitamin+ Moisture Care Hand Wash 450g,76582.0,1600.0,4.9,Herbal,Antibacterial; Skin Nourishing; Moisturizing; Deep Hydration; Sensitive Skin Friendly; Vitamin-Enriched Formula; Softening Effect,Tiktok shop,International,Mass,Established,Hand Wash
4.0,Personal Care Fragrance,Hand Wash,Lifebuoy,Lifebuoy Vitamin+ Matcha & Aloe Vera Hand Wash 450g,76582.0,1600.0,4.9,Herbal,pH-balanced; Antibacterial; 99.9% Germ Protection; Soothing; Refreshing; Vitamin-Enriched Formula; Botanical Extract Enriched; Skin-calming,Tiktok shop,International,Mass,Established,Hand Wash
5.0,Personal Care Fragrance,Hand Wash,On1,On1 Anti-Bacterial Hand Wash Bamboo Charcoal 500ml,65000.0,697.0,4.9,Herbal,Gentle Cleansing; Antibacterial; Skin Cleansing; Moisturizing; Skin Smoothing; Aloe Vera Extract Enriched; Gentle on Skin,Tiktok shop,Local,Mass,Established,Hand Wash
6.0,Personal Care Fragrance,Hand Wash,On1,On1 Anti-Bacterial Hand Wash Lavender 500ml,65000.0,697.0,4.9,Floral,Gentle Cleansing; Antibacterial; Germ Protection; Moisturizing; Skin Smoothing; Aloe Vera Extract Enriched; Dirt Removal,Tiktok shop,Local,Mass,Established,Hand Wash
7.0,Personal Care Fragrance,Hand Wash,On1,On1 Anti-Bacterial Hand Wash Green Apple 500ml,65000.0,697.0,4.9,Fruity,Gentle Cleansing; Antibacterial; Moisturizing; Skin Smoothing; Aloe Vera Extract Enriched; Dirt Removal,Tiktok shop,Local,Mass,Established,Hand Wash
8.0,Personal Care Fragrance,Hand Wash,On1,On1 Anti-Bacterial Hand Wash Fresh Sakura 500ml,65000.0,697.0,4.9,Floral,Gentle Cleansing; Antibacterial; Moisturizing; Skin Smoothing; Aloe Vera Extract Enriched; Dirt Removal,Tiktok shop,Local,Mass,Established,Hand Wash
